Feature,Importance
days_since_last_trip,0.3673201730075683
total_flights,0.3482602966294452
total_spend,0.1825874404478823
total_hotel_bookings,0.08853150940110564
unique_destinations,0.0054688369814933
avg_hotel_price,0.004001242612447229
avg_flight_price,0.0025483625055837222
preferred_flight_type,0.0010186467953116182
age,0.0002631547655370776
preferred_agency,3.3685362552930154e-07
